date,family,sales,onpromotion,oil_price,is_holiday,holiday_type,total_transactions,year,month,day,day_of_week,day_name,week_of_year,quarter,is_weekend,is_month_start,is_month_end,day_of_year
2015-02-04,BEVERAGES,64450.0,66,48.45,0,None,80565.0,2015,2,4,2,Wednesday,6,1,0,0,0,35
2015-02-05,BEVERAGES,62577.0,42,50.48,0,None,78116.0,2015,2,5,3,Thursday,6,1,0,0,0,36
2015-02-06,BEVERAGES,72859.0,58,51.66,0,None,79259.0,2015,2,6,4,Friday,6,1,0,0,0,37
2015-02-07,BEVERAGES,97983.0,51,52.10333333333333,0,None,94991.0,2015,2,7,5,Saturday,6,1,1,0,0,38
2015-02-08,BEVERAGES,94395.0,53,52.54666666666667,0,None,88360.0,2015,2,8,6,Sunday,6,1,1,0,0,39
2015-02-09,BEVERAGES,64997.0,42,52.99,0,None,79999.0,2015,2,9,0,Monday,7,1,0,0,0,40
2015-02-10,BEVERAGES,60081.0,55,50.06,0,None,76983.0,2015,2,10,1,Tuesday,7,1,0,0,0,41
2015-02-11,BEVERAGES,60369.0,56,48.8,0,None,78118.0,2015,2,11,2,Wednesday,7,1,0,0,0,42
2015-02-12,BEVERAGES,63431.0,45,51.17,0,None,78137.0,2015,2,12,3,Thursday,7,1,0,0,0,43
2015-02-13,BEVERAGES,86290.0,56,52.66,0,None,95708.0,2015,2,13,4,Friday,7,1,0,0,0,44
2015-02-14,BEVERAGES,103490.0,57,52.885,0,None,105818.0,2015,2,14,5,Saturday,7,1,1,0,0,45
2015-02-15,BEVERAGES,74875.0,60,53.11,0,None,77512.0,2015,2,15,6,Sunday,7,1,1,0,0,46
2015-02-16,BEVERAGES,75002.0,44,53.335,1,Holiday,75439.0,2015,2,16,0,Monday,8,1,0,0,0,47
2015-02-17,BEVERAGES,81193.0,46,53.56,1,Holiday,79643.0,2015,2,17,1,Tuesday,8,1,0,0,0,48
2015-02-18,BEVERAGES,76071.0,51,52.13,0,None,85992.0,2015,2,18,2,Wednesday,8,1,0,0,0,49
2015-02-19,BEVERAGES,61469.0,33,51.12,0,None,78446.0,2015,2,19,3,Thursday,8,1,0,0,0,50
2015-02-20,BEVERAGES,77607.0,29,49.95,0,None,84726.0,2015,2,20,4,Friday,8,1,0,0,0,51
2015-02-21,BEVERAGES,97337.0,25,49.82,0,None,92718.0,2015,2,21,5,Saturday,8,1,1,0,0,52
2015-02-22,BEVERAGES,119559.0,30,49.690000000000005,0,None,95074.0,2015,2,22,6,Sunday,8,1,1,0,0,53
2015-02-23,BEVERAGES,67447.0,35,49.56,0,None,76355.0,2015,2,23,0,Monday,9,1,0,0,0,54
2015-02-24,BEVERAGES,63167.0,32,48.48,0,None,76065.0,2015,2,24,1,Tuesday,9,1,0,0,0,55
2015-02-25,BEVERAGES,60108.0,19,50.25,0,None,75253.0,2015,2,25,2,Wednesday,9,1,0,0,0,56
2015-02-26,BEVERAGES,52844.0,27,47.65,0,None,71797.0,2015,2,26,3,Thursday,9,1,0,0,0,57
2015-02-27,BEVERAGES,67085.0,26,49.84,0,None,80395.0,2015,2,27,4,Friday,9,1,0,0,0,58
2015-02-28,BEVERAGES,96695.0,18,49.75666666666667,0,None,97647.0,2015,2,28,5,Saturday,9,1,1,0,1,59
2015-03-01,BEVERAGES,120531.0,37,49.67333333333334,0,None,100885.0,2015,3,1,6,Sunday,9,1,1,1,0,60
2015-03-02,BEVERAGES,75597.0,34,49.59,0,None,84649.0,2015,3,2,0,Monday,10,1,0,0,0,61
2015-03-03,BEVERAGES,68631.0,42,50.43,0,None,83100.0,2015,3,3,1,Tuesday,10,1,0,0,0,62
2015-03-04,BEVERAGES,67758.0,36,51.53,0,None,84199.0,2015,3,4,2,Wednesday,10,1,0,0,0,63
2015-03-05,BEVERAGES,64200.0,20,50.76,0,None,79040.0,2015,3,5,3,Thursday,10,1,0,0,0,64
2015-03-06,BEVERAGES,72164.0,25,49.61,0,None,82542.0,2015,3,6,4,Friday,10,1,0,0,0,65
2015-03-07,BEVERAGES,105999.0,8,49.723333333333336,0,None,102516.0,2015,3,7,5,Saturday,10,1,1,0,0,66
2015-03-08,BEVERAGES,109904.0,14,49.836666666666666,0,None,95738.0,2015,3,8,6,Sunday,10,1,1,0,0,67
2015-03-09,BEVERAGES,72537.0,25,49.95,0,None,83173.0,2015,3,9,0,Monday,11,1,0,0,0,68
2015-03-10,BEVERAGES,69134.0,20,48.42,0,None,82922.0,2015,3,10,1,Tuesday,11,1,0,0,0,69
2015-03-11,BEVERAGES,65135.0,16,48.06,0,None,80024.0,2015,3,11,2,Wednesday,11,1,0,0,0,70
2015-03-12,BEVERAGES,58096.0,24,47.12,0,None,75430.0,2015,3,12,3,Thursday,11,1,0,0,0,71
2015-03-13,BEVERAGES,69359.0,32,44.88,0,None,80200.0,2015,3,13,4,Friday,11,1,0,0,0,72
2015-03-14,BEVERAGES,100108.0,21,44.56333333333333,0,None,98468.0,2015,3,14,5,Saturday,11,1,1,0,0,73
2015-03-15,BEVERAGES,103675.0,26,44.24666666666667,0,None,93123.0,2015,3,15,6,Sunday,11,1,1,0,0,74
2015-03-16,BEVERAGES,67787.0,31,43.93,0,None,81430.0,2015,3,16,0,Monday,12,1,0,0,0,75
2015-03-17,BEVERAGES,56083.0,21,43.39,0,None,77689.0,2015,3,17,1,Tuesday,12,1,0,0,0,76
2015-03-18,BEVERAGES,51117.0,31,44.63,0,None,75660.0,2015,3,18,2,Wednesday,12,1,0,0,0,77
2015-03-19,BEVERAGES,51270.0,27,44.02,0,None,74414.0,2015,3,19,3,Thursday,12,1,0,0,0,78
2015-03-20,BEVERAGES,65964.0,19,46.0,0,None,83777.0,2015,3,20,4,Friday,12,1,0,0,0,79
2015-03-21,BEVERAGES,99110.0,30,46.46666666666667,0,None,99233.0,2015,3,21,5,Saturday,12,1,1,0,0,80
2015-03-22,BEVERAGES,100532.0,16,46.93333333333333,0,None,93794.0,2015,3,22,6,Sunday,12,1,1,0,0,81
2015-03-23,BEVERAGES,67213.0,36,47.4,0,None,80606.0,2015,3,23,0,Monday,13,1,0,0,0,82
2015-03-24,BEVERAGES,56124.0,26,47.03,0,None,77293.0,2015,3,24,1,Tuesday,13,1,0,0,0,83
2015-03-25,BEVERAGES,56342.0,17,48.75,0,None,77842.0,2015,3,25,2,Wednesday,13,1,0,0,0,84
2015-03-26,BEVERAGES,53874.0,37,51.41,0,None,73600.0,2015,3,26,3,Thursday,13,1,0,0,0,85
2015-03-27,BEVERAGES,69563.0,40,48.83,0,None,80951.0,2015,3,27,4,Friday,13,1,0,0,0,86
2015-03-28,BEVERAGES,91796.0,37,48.77333333333333,0,None,94064.0,2015,3,28,5,Saturday,13,1,1,0,0,87
2015-03-29,BEVERAGES,92581.0,37,48.71666666666666,0,None,91104.0,2015,3,29,6,Sunday,13,1,1,0,0,88
2015-03-30,BEVERAGES,59422.0,45,48.66,0,None,77318.0,2015,3,30,0,Monday,14,1,0,0,0,89
2015-03-31,BEVERAGES,58428.0,41,47.72,0,None,80716.0,2015,3,31,1,Tuesday,14,1,0,0,1,90
2015-04-01,BEVERAGES,72437.0,47,50.12,0,None,89824.0,2015,4,1,2,Wednesday,14,2,0,1,0,91
2015-04-02,BEVERAGES,75373.0,37,49.13,0,None,90983.0,2015,4,2,3,Thursday,14,2,0,0,0,92
2015-04-03,BEVERAGES,79073.0,43,49.8675,1,Holiday,85946.0,2015,4,3,4,Friday,14,2,0,0,0,93
2015-04-04,BEVERAGES,100278.0,48,50.605000000000004,0,None,99813.0,2015,4,4,5,Saturday,14,2,1,0,0,94
2015-04-05,BEVERAGES,97667.0,44,51.3425,0,None,91181.0,2015,4,5,6,Sunday,14,2,1,0,0,95
2015-04-06,BEVERAGES,74249.0,52,52.08,0,None,85469.0,2015,4,6,0,Monday,15,2,0,0,0,96
2015-04-07,BEVERAGES,69443.0,43,53.95,0,None,81779.0,2015,4,7,1,Tuesday,15,2,0,0,0,97
2015-04-08,BEVERAGES,66312.0,31,50.44,0,None,81262.0,2015,4,8,2,Wednesday,15,2,0,0,0,98
2015-04-09,BEVERAGES,59861.0,60,50.79,0,None,76461.0,2015,4,9,3,Thursday,15,2,0,0,0,99
2015-04-10,BEVERAGES,72353.0,57,51.63,0,None,81510.0,2015,4,10,4,Friday,15,2,0,0,0,100
2015-04-11,BEVERAGES,101645.0,48,51.73666666666667,0,None,97337.0,2015,4,11,5,Saturday,15,2,1,0,0,101
2015-04-12,BEVERAGES,107316.0,56,51.843333333333334,0,None,95678.0,2015,4,12,6,Sunday,15,2,1,0,0,102
2015-04-13,BEVERAGES,69918.0,45,51.95,0,None,82116.0,2015,4,13,0,Monday,16,2,0,0,0,103
2015-04-14,BEVERAGES,56924.0,60,53.3,0,None,75244.0,2015,4,14,1,Tuesday,16,2,0,0,0,104
2015-04-15,BEVERAGES,62284.0,72,56.25,0,None,80265.0,2015,4,15,2,Wednesday,16,2,0,0,0,105
2015-04-16,BEVERAGES,58135.0,75,56.69,0,None,77637.0,2015,4,16,3,Thursday,16,2,0,0,0,106
2015-04-17,BEVERAGES,69325.0,72,55.71,0,None,80726.0,2015,4,17,4,Friday,16,2,0,0,0,107
2015-04-18,BEVERAGES,104019.0,75,55.93,0,None,99304.0,2015,4,18,5,Saturday,16,2,1,0,0,108
2015-04-19,BEVERAGES,111810.0,84,56.15,0,None,94790.0,2015,4,19,6,Sunday,16,2,1,0,0,109
2015-04-20,BEVERAGES,70266.0,85,56.37,0,None,82615.0,2015,4,20,0,Monday,17,2,0,0,0,110
2015-04-21,BEVERAGES,61786.0,56,55.58,0,None,78187.0,2015,4,21,1,Tuesday,17,2,0,0,0,111
2015-04-22,BEVERAGES,65191.0,73,56.17,0,None,78529.0,2015,4,22,2,Wednesday,17,2,0,0,0,112
2015-04-23,BEVERAGES,60910.0,78,56.59,0,None,75289.0,2015,4,23,3,Thursday,17,2,0,0,0,113
2015-04-24,BEVERAGES,73523.0,101,55.98,0,None,79301.0,2015,4,24,4,Friday,17,2,0,0,0,114
2015-04-25,BEVERAGES,102105.0,95,55.839999999999996,0,None,95572.0,2015,4,25,5,Saturday,17,2,1,0,0,115
2015-04-26,BEVERAGES,104082.0,94,55.7,0,None,90784.0,2015,4,26,6,Sunday,17,2,1,0,0,116
2015-04-27,BEVERAGES,66069.0,82,55.56,0,None,77486.0,2015,4,27,0,Monday,18,2,0,0,0,117
2015-04-28,BEVERAGES,57552.0,70,57.05,0,None,73013.0,2015,4,28,1,Tuesday,18,2,0,0,0,118
2015-04-29,BEVERAGES,66330.0,75,58.55,0,None,75690.0,2015,4,29,2,Wednesday,18,2,0,0,0,119
2015-04-30,BEVERAGES,70911.0,83,59.62,0,None,79564.0,2015,4,30,3,Thursday,18,2,0,0,1,120
2015-05-01,BEVERAGES,108439.0,96,59.1,1,Holiday,94567.0,2015,5,1,4,Friday,18,2,0,1,0,121
2015-05-02,BEVERAGES,115923.0,89,59.04,0,None,100716.0,2015,5,2,5,Saturday,18,2,1,0,0,122
2015-05-03,BEVERAGES,118220.0,110,58.980000000000004,0,None,94618.0,2015,5,3,6,Sunday,18,2,1,0,0,123
2015-05-04,BEVERAGES,82034.0,86,58.92,0,None,84198.0,2015,5,4,0,Monday,19,2,0,0,0,124
2015-05-05,BEVERAGES,73822.0,89,60.38,0,None,82729.0,2015,5,5,1,Tuesday,19,2,0,0,0,125
2015-05-06,BEVERAGES,72650.0,86,60.93,0,None,83390.0,2015,5,6,2,Wednesday,19,2,0,0,0,126
2015-05-07,BEVERAGES,70516.0,81,58.99,0,None,80437.0,2015,5,7,3,Thursday,19,2,0,0,0,127
2015-05-08,BEVERAGES,76100.0,66,59.41,0,None,85892.0,2015,5,8,4,Friday,19,2,0,0,0,128
2015-05-09,BEVERAGES,120977.0,78,59.349999999999994,1,Additional,115616.0,2015,5,9,5,Saturday,19,2,1,0,0,129
2015-05-10,BEVERAGES,103419.0,80,59.29,1,Event,95869.0,2015,5,10,6,Sunday,19,2,1,0,0,130
2015-05-11,BEVERAGES,100265.0,120,59.23,0,None,81414.0,2015,5,11,0,Monday,20,2,0,0,0,131
2015-05-12,BEVERAGES,86067.0,114,60.72,0,None,77407.0,2015,5,12,1,Tuesday,20,2,0,0,0,132
2015-05-13,BEVERAGES,87980.0,114,60.5,0,None,75555.0,2015,5,13,2,Wednesday,20,2,0,0,0,133
2015-05-14,BEVERAGES,76833.0,79,59.89,0,None,72043.0,2015,5,14,3,Thursday,20,2,0,0,0,134
2015-05-15,BEVERAGES,88813.0,78,59.73,0,None,80107.0,2015,5,15,4,Friday,20,2,0,0,0,135
2015-05-16,BEVERAGES,138256.0,76,59.63333333333333,0,None,99115.0,2015,5,16,5,Saturday,20,2,1,0,0,136
2015-05-17,BEVERAGES,160410.0,82,59.53666666666666,0,None,97521.0,2015,5,17,6,Sunday,20,2,1,0,0,137
2015-05-18,BEVERAGES,91905.0,79,59.44,0,None,80398.0,2015,5,18,0,Monday,21,2,0,0,0,138
2015-05-19,BEVERAGES,84465.0,86,57.3,0,None,76783.0,2015,5,19,1,Tuesday,21,2,0,0,0,139
2015-05-20,BEVERAGES,85446.0,109,58.96,0,None,78779.0,2015,5,20,2,Wednesday,21,2,0,0,0,140
2015-05-21,BEVERAGES,81561.0,67,60.18,0,None,74029.0,2015,5,21,3,Thursday,21,2,0,0,0,141
2015-05-22,BEVERAGES,86392.0,64,58.88,0,None,78307.0,2015,5,22,4,Friday,21,2,0,0,0,142
2015-05-23,BEVERAGES,128075.0,68,58.4825,0,None,95351.0,2015,5,23,5,Saturday,21,2,1,0,0,143
2015-05-24,BEVERAGES,147438.0,68,58.085,1,Holiday,93816.0,2015,5,24,6,Sunday,21,2,1,0,0,144
2015-05-25,BEVERAGES,142885.0,109,57.6875,0,None,77956.0,2015,5,25,0,Monday,22,2,0,0,0,145
2015-05-26,BEVERAGES,119315.0,92,57.29,0,None,74097.0,2015,5,26,1,Tuesday,22,2,0,0,0,146
2015-05-27,BEVERAGES,130646.0,110,57.51,0,None,76164.0,2015,5,27,2,Wednesday,22,2,0,0,0,147
2015-05-28,BEVERAGES,110606.0,121,57.69,0,None,73171.0,2015,5,28,3,Thursday,22,2,0,0,0,148
2015-05-29,BEVERAGES,142542.0,108,60.25,0,None,83081.0,2015,5,29,4,Friday,22,2,0,0,0,149
2015-05-30,BEVERAGES,222684.0,109,60.24666666666667,0,None,102728.0,2015,5,30,5,Saturday,22,2,1,0,0,150
2015-05-31,BEVERAGES,279416.0,120,60.24333333333333,0,None,108057.0,2015,5,31,6,Sunday,22,2,1,0,1,151
2015-06-01,BEVERAGES,177796.0,182,60.24,0,None,91732.0,2015,6,1,0,Monday,23,2,0,1,0,152
2015-06-02,BEVERAGES,158218.0,159,61.3,0,None,84760.0,2015,6,2,1,Tuesday,23,2,0,0,0,153
2015-06-03,BEVERAGES,148618.0,135,59.67,0,None,82916.0,2015,6,3,2,Wednesday,23,2,0,0,0,154
2015-06-04,BEVERAGES,129861.0,144,58.0,0,None,79588.0,2015,6,4,3,Thursday,23,2,0,0,0,155
2015-06-05,BEVERAGES,139106.0,123,59.11,0,None,83671.0,2015,6,5,4,Friday,23,2,0,0,0,156
2015-06-06,BEVERAGES,203812.0,131,58.79,0,None,99584.0,2015,6,6,5,Saturday,23,2,1,0,0,157
2015-06-07,BEVERAGES,256266.0,155,58.47,0,None,98730.0,2015,6,7,6,Sunday,23,2,1,0,0,158
2015-06-08,BEVERAGES,153741.0,125,58.15,0,None,81106.0,2015,6,8,0,Monday,24,2,0,0,0,159
2015-06-09,BEVERAGES,133264.0,138,60.15,0,None,78401.0,2015,6,9,1,Tuesday,24,2,0,0,0,160
2015-06-10,BEVERAGES,131189.0,121,61.36,0,None,77775.0,2015,6,10,2,Wednesday,24,2,0,0,0,161
2015-06-11,BEVERAGES,108538.0,107,60.74,0,None,73723.0,2015,6,11,3,Thursday,24,2,0,0,0,162
2015-06-12,BEVERAGES,130983.0,117,59.96,0,None,79332.0,2015,6,12,4,Friday,24,2,0,0,0,163
2015-06-13,BEVERAGES,193557.0,125,59.81666666666667,0,None,95583.0,2015,6,13,5,Saturday,24,2,1,0,0,164
2015-06-14,BEVERAGES,231832.0,125,59.67333333333333,0,None,93452.0,2015,6,14,6,Sunday,24,2,1,0,0,165
2015-06-15,BEVERAGES,147746.0,133,59.53,0,None,79423.0,2015,6,15,0,Monday,25,2,0,0,0,166
2015-06-16,BEVERAGES,144085.0,107,60.01,0,None,80948.0,2015,6,16,1,Tuesday,25,2,0,0,0,167
2015-06-17,BEVERAGES,137699.0,923,59.89,0,None,80273.0,2015,6,17,2,Wednesday,25,2,0,0,0,168
2015-06-18,BEVERAGES,117815.0,142,60.41,0,None,76902.0,2015,6,18,3,Thursday,25,2,0,0,0,169
2015-06-19,BEVERAGES,149341.0,138,59.62,0,None,83715.0,2015,6,19,4,Friday,25,2,0,0,0,170
2015-06-20,BEVERAGES,213946.0,122,59.75,0,None,108362.0,2015,6,20,5,Saturday,25,2,1,0,0,171
2015-06-21,BEVERAGES,189656.0,116,59.879999999999995,0,None,92077.0,2015,6,21,6,Sunday,25,2,1,0,0,172
2015-06-22,BEVERAGES,155611.0,142,60.01,0,None,81755.0,2015,6,22,0,Monday,26,2,0,0,0,173
2015-06-23,BEVERAGES,134868.0,164,61.05,0,None,78858.0,2015,6,23,1,Tuesday,26,2,0,0,0,174
2015-06-24,BEVERAGES,129511.0,1027,60.01,0,None,74979.0,2015,6,24,2,Wednesday,26,2,0,0,0,175
2015-06-25,BEVERAGES,112540.0,103,59.59,0,None,72661.0,2015,6,25,3,Thursday,26,2,0,0,0,176
2015-06-26,BEVERAGES,129554.0,88,59.41,0,None,78165.0,2015,6,26,4,Friday,26,2,0,0,0,177
2015-06-27,BEVERAGES,189444.0,80,59.053333333333335,0,None,92052.0,2015,6,27,5,Saturday,26,2,1,0,0,178
2015-06-28,BEVERAGES,233445.0,84,58.696666666666665,0,None,93170.0,2015,6,28,6,Sunday,26,2,1,0,0,179
2015-06-29,BEVERAGES,143810.0,74,58.34,0,None,76946.0,2015,6,29,0,Monday,27,2,0,0,0,180
2015-06-30,BEVERAGES,141374.0,82,59.48,0,None,80264.0,2015,6,30,1,Tuesday,27,2,0,0,1,181
2015-07-01,BEVERAGES,178850.0,996,56.94,0,None,89117.0,2015,7,1,2,Wednesday,27,3,0,1,0,182
2015-07-02,BEVERAGES,150691.0,155,56.93,0,None,83862.0,2015,7,2,3,Thursday,27,3,0,0,0,183
2015-07-03,BEVERAGES,167561.0,128,55.817499999999995,0,None,88101.0,2015,7,3,4,Friday,27,3,0,0,0,184
2015-07-04,BEVERAGES,231442.0,149,54.705,0,None,102116.0,2015,7,4,5,Saturday,27,3,1,0,0,185
2015-07-05,BEVERAGES,222054.0,151,53.5925,0,None,94248.0,2015,7,5,6,Sunday,27,3,1,0,0,186
2015-07-06,BEVERAGES,163773.0,119,52.48,0,None,86147.0,2015,7,6,0,Monday,28,3,0,0,0,187
2015-07-07,BEVERAGES,133971.0,132,52.33,0,None,76716.0,2015,7,7,1,Tuesday,28,3,0,0,0,188
2015-07-08,BEVERAGES,148297.0,967,51.61,0,None,84116.0,2015,7,8,2,Wednesday,28,3,0,0,0,189
2015-07-09,BEVERAGES,126515.0,137,52.76,0,None,79197.0,2015,7,9,3,Thursday,28,3,0,0,0,190
2015-07-10,BEVERAGES,134557.0,147,52.74,0,None,81733.0,2015,7,10,4,Friday,28,3,0,0,0,191
2015-07-11,BEVERAGES,175384.0,137,52.556666666666665,0,None,91861.0,2015,7,11,5,Saturday,28,3,1,0,0,192
2015-07-12,BEVERAGES,205222.0,126,52.373333333333335,0,None,90004.0,2015,7,12,6,Sunday,28,3,1,0,0,193
2015-07-13,BEVERAGES,138442.0,126,52.19,0,None,80081.0,2015,7,13,0,Monday,29,3,0,0,0,194
2015-07-14,BEVERAGES,128372.0,116,53.05,0,None,76798.0,2015,7,14,1,Tuesday,29,3,0,0,0,195
2015-07-15,BEVERAGES,132498.0,959,51.4,0,None,80203.0,2015,7,15,2,Wednesday,29,3,0,0,0,196
2015-07-16,BEVERAGES,123396.0,126,50.9,0,None,77483.0,2015,7,16,3,Thursday,29,3,0,0,0,197
2015-07-17,BEVERAGES,135501.0,145,50.88,0,None,82400.0,2015,7,17,4,Friday,29,3,0,0,0,198
2015-07-18,BEVERAGES,180644.0,130,50.623333333333335,0,None,93463.0,2015,7,18,5,Saturday,29,3,1,0,0,199
2015-07-19,BEVERAGES,198112.0,153,50.36666666666667,0,None,89543.0,2015,7,19,6,Sunday,29,3,1,0,0,200
2015-07-20,BEVERAGES,143393.0,258,50.11,0,None,82542.0,2015,7,20,0,Monday,30,3,0,0,0,201
2015-07-21,BEVERAGES,124720.0,241,50.59,0,None,78316.0,2015,7,21,1,Tuesday,30,3,0,0,0,202
2015-07-22,BEVERAGES,123891.0,1085,49.27,0,None,77969.0,2015,7,22,2,Wednesday,30,3,0,0,0,203
2015-07-23,BEVERAGES,110462.0,247,48.11,0,None,74744.0,2015,7,23,3,Thursday,30,3,0,0,0,204
2015-07-24,BEVERAGES,130521.0,246,47.98,0,None,83784.0,2015,7,24,4,Friday,30,3,0,0,0,205
2015-07-25,BEVERAGES,179044.0,278,47.71,0,None,92906.0,2015,7,25,5,Saturday,30,3,1,0,0,206
2015-07-26,BEVERAGES,198840.0,275,47.44,0,None,90148.0,2015,7,26,6,Sunday,30,3,1,0,0,207
2015-07-27,BEVERAGES,135793.0,285,47.17,0,None,80240.0,2015,7,27,0,Monday,31,3,0,0,0,208
2015-07-28,BEVERAGES,121059.0,288,47.97,0,None,77193.0,2015,7,28,1,Tuesday,31,3,0,0,0,209
2015-07-29,BEVERAGES,124694.0,1145,48.77,0,None,78724.0,2015,7,29,2,Wednesday,31,3,0,0,0,210
2015-07-30,BEVERAGES,111569.0,297,48.53,0,None,75122.0,2015,7,30,3,Thursday,31,3,0,0,0,211
2015-07-31,BEVERAGES,139862.0,287,47.11,0,None,85907.0,2015,7,31,4,Friday,31,3,0,0,1,212
2015-08-01,BEVERAGES,223619.0,193,46.49,0,None,105307.0,2015,8,1,5,Saturday,31,3,1,1,0,213
2015-08-02,BEVERAGES,226146.0,181,45.87,0,None,97134.0,2015,8,2,6,Sunday,31,3,1,0,0,214
2015-08-03,BEVERAGES,164279.0,165,45.25,0,None,89639.0,2015,8,3,0,Monday,32,3,0,0,0,215
2015-08-04,BEVERAGES,146430.0,210,45.75,0,None,85613.0,2015,8,4,1,Tuesday,32,3,0,0,0,216
2015-08-05,BEVERAGES,145053.0,1038,45.13,0,None,84912.0,2015,8,5,2,Wednesday,32,3,0,0,0,217
2015-08-06,BEVERAGES,122278.0,190,44.69,0,None,80008.0,2015,8,6,3,Thursday,32,3,0,0,0,218
2015-08-07,BEVERAGES,141550.0,195,43.87,0,None,85461.0,2015,8,7,4,Friday,32,3,0,0,0,219
2015-08-08,BEVERAGES,174314.0,194,44.22666666666667,0,None,93044.0,2015,8,8,5,Saturday,32,3,1,0,0,220
2015-08-09,BEVERAGES,147786.0,196,44.58333333333333,0,None,79233.0,2015,8,9,6,Sunday,32,3,1,0,0,221
2015-08-10,BEVERAGES,169813.0,179,44.94,1,Holiday,87127.0,2015,8,10,0,Monday,33,3,0,0,0,222
2015-08-11,BEVERAGES,135807.0,200,43.11,0,None,82118.0,2015,8,11,1,Tuesday,33,3,0,0,0,223
2015-08-12,BEVERAGES,135600.0,204,43.22,0,None,82224.0,2015,8,12,2,Wednesday,33,3,0,0,0,224
2015-08-13,BEVERAGES,115113.0,184,42.27,0,None,77320.0,2015,8,13,3,Thursday,33,3,0,0,0,225
2015-08-14,BEVERAGES,171899.0,233,42.45,0,None,85068.0,2015,8,14,4,Friday,33,3,0,0,0,226
2015-08-15,BEVERAGES,217135.0,188,42.27666666666667,0,None,101204.0,2015,8,15,5,Saturday,33,3,1,0,0,227
2015-08-16,BEVERAGES,208213.0,187,42.10333333333333,0,None,91810.0,2015,8,16,6,Sunday,33,3,1,0,0,228
2015-08-17,BEVERAGES,149741.0,209,41.93,0,None,84497.0,2015,8,17,0,Monday,34,3,0,0,0,229
2015-08-18,BEVERAGES,132609.0,173,42.58,0,None,81121.0,2015,8,18,1,Tuesday,34,3,0,0,0,230
2015-08-19,BEVERAGES,131368.0,191,40.75,0,None,81318.0,2015,8,19,2,Wednesday,34,3,0,0,0,231
2015-08-20,BEVERAGES,120312.0,200,41.0,0,None,78717.0,2015,8,20,3,Thursday,34,3,0,0,0,232
2015-08-21,BEVERAGES,138317.0,339,40.45,0,None,85259.0,2015,8,21,4,Friday,34,3,0,0,0,233
2015-08-22,BEVERAGES,177761.0,353,39.70666666666667,0,None,94782.0,2015,8,22,5,Saturday,34,3,1,0,0,234
2015-08-23,BEVERAGES,195491.0,345,38.96333333333333,0,None,89641.0,2015,8,23,6,Sunday,34,3,1,0,0,235
2015-08-24,BEVERAGES,144581.0,337,38.22,0,None,82462.0,2015,8,24,0,Monday,35,3,0,0,0,236
2015-08-25,BEVERAGES,130586.0,310,39.15,0,None,78984.0,2015,8,25,1,Tuesday,35,3,0,0,0,237
2015-08-26,BEVERAGES,130276.0,307,38.5,0,None,78623.0,2015,8,26,2,Wednesday,35,3,0,0,0,238
2015-08-27,BEVERAGES,115548.0,308,42.47,0,None,75910.0,2015,8,27,3,Thursday,35,3,0,0,0,239
2015-08-28,BEVERAGES,138499.0,321,45.29,0,None,81668.0,2015,8,28,4,Friday,35,3,0,0,0,240
2015-08-29,BEVERAGES,196492.0,342,46.593333333333334,0,None,96050.0,2015,8,29,5,Saturday,35,3,1,0,0,241
2015-08-30,BEVERAGES,223201.0,334,47.89666666666667,0,None,92502.0,2015,8,30,6,Sunday,35,3,1,0,0,242
2015-08-31,BEVERAGES,165371.0,222,49.2,0,None,86301.0,2015,8,31,0,Monday,36,3,0,0,1,243
2015-09-01,BEVERAGES,201878.0,333,45.38,0,None,90485.0,2015,9,1,1,Tuesday,36,3,0,1,0,244
2015-09-02,BEVERAGES,187208.0,287,46.3,0,None,88953.0,2015,9,2,2,Wednesday,36,3,0,0,0,245
2015-09-03,BEVERAGES,160764.0,461,46.75,0,None,83192.0,2015,9,3,3,Thursday,36,3,0,0,0,246
2015-09-04,BEVERAGES,168572.0,481,46.02,0,None,84429.0,2015,9,4,4,Friday,36,3,0,0,0,247
2015-09-05,BEVERAGES,254856.0,552,45.995000000000005,0,None,103308.0,2015,9,5,5,Saturday,36,3,1,0,0,248
2015-09-06,BEVERAGES,288474.0,559,45.97,0,None,100483.0,2015,9,6,6,Sunday,36,3,1,0,0,249
2015-09-07,BEVERAGES,184317.0,532,45.945,0,None,85728.0,2015,9,7,0,Monday,37,3,0,0,0,250
2015-09-08,BEVERAGES,155460.0,510,45.92,0,None,81290.0,2015,9,8,1,Tuesday,37,3,0,0,0,251
2015-09-09,BEVERAGES,154908.0,536,44.13,0,None,81083.0,2015,9,9,2,Wednesday,37,3,0,0,0,252
2015-09-10,BEVERAGES,132801.0,607,45.85,0,None,76378.0,2015,9,10,3,Thursday,37,3,0,0,0,253
2015-09-11,BEVERAGES,152567.0,617,44.75,0,None,80722.0,2015,9,11,4,Friday,37,3,0,0,0,254
2015-09-12,BEVERAGES,228446.0,659,44.52333333333333,0,None,96719.0,2015,9,12,5,Saturday,37,3,1,0,0,255
2015-09-13,BEVERAGES,264504.0,691,44.29666666666667,0,None,94872.0,2015,9,13,6,Sunday,37,3,1,0,0,256
2015-09-14,BEVERAGES,167985.0,630,44.07,0,None,80058.0,2015,9,14,0,Monday,38,3,0,0,0,257
2015-09-15,BEVERAGES,157006.0,607,44.58,0,None,80367.0,2015,9,15,1,Tuesday,38,3,0,0,0,258
